household_key,recency,frequency,monetary,avg_basket_value,total_quantity,avg_quantity,total_discount,discount_rate,unique_products,shopping_days,spend_per_day,coupon_redemptions,coupon_rate,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC,campaigns_received,campaign_types,coupon_redeemer,campaign_rate,coupon_per_campaign,unique_departments,unique_categories,unique_brands,category_diversity
1481,3,164,3298.77,20.114451219512194,92351,563.1158536585366,509.06,0.1543181246343334,830,131,25.18145038167939,0.0,0.0,Age Group1,Y,Level4,Unknown,Group2,1,None/Unknown,0.0,0.0,0,0.0,0.0,5.0,12.0,2.0,0.07317073170731707
1482,116,18,1042.35,57.90833333333333,512,28.444444444444443,272.18,0.2611215042931837,283,17,61.31470588235294,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,3.0,0,0.2222222222222222,0.0,17.0,159.0,2.0,8.833333333333334
1483,0,112,4725.27,42.189910714285716,117357,1047.830357142857,904.12,0.19133721459302852,1174,98,48.21704081632654,2.0,0.017857142857142856,Age Group1,Y,Level1,Unknown,Group6,1,None/Unknown,0.0,0.0,1,0.0,0.0,8.0,108.0,2.0,0.9642857142857143
1484,3,106,3209.39,30.277264150943395,1685,15.89622641509434,576.68,0.17968523613521573,950,98,32.748877551020406,0.0,0.0,Age Group1,X,Level4,Homeowner,Group5,2,None/Unknown,4.0,2.0,0,0.03773584905660377,0.0,18.0,151.0,2.0,1.4245283018867925
1485,15,66,2187.88,33.14969696969697,586,8.878787878787879,203.82,0.09315867415031902,338,64,34.185625,3.0,0.045454545454545456,Age Group3,Y,Level5,Homeowner,Group2,1,None/Unknown,1.0,1.0,1,0.015151515151515152,3.0,15.0,155.0,2.0,2.3484848484848486
1486,13,14,548.32,39.16571428571429,196,14.0,87.16,0.15895827254158154,121,14,39.16571428571429,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.21428571428571427,0.0,14.0,117.0,2.0,8.357142857142858
1487,7,38,1471.28,38.717894736842105,25879,681.0263157894736,164.03,0.11148795606546681,317,34,43.27294117647059,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,8.0,55.0,2.0,1.4473684210526316
1488,19,76,3246.92,42.72263157894737,47209,621.171052631579,713.62,0.21978367191061066,737,71,45.7312676056338,6.0,0.07894736842105263,Age Group2,X,Level5,Probable Owner,Group3,2,None/Unknown,0.0,0.0,1,0.0,0.0,11.0,112.0,2.0,1.4736842105263157
1489,1,536,17251.53,32.18569029850746,792583,1478.6996268656717,3937.23,0.2282249748283196,2044,371,46.50008086253369,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.007462686567164179,0.0,16.0,153.0,2.0,0.28544776119402987
1490,2,208,5064.7,24.34951923076923,231261,1111.8317307692307,1242.16,0.24525835686220313,809,185,27.376756756756755,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11.0,3.0,0,0.052884615384615384,0.0,20.0,200.0,2.0,0.9615384615384616
1491,1,289,5635.97,19.501626297577854,2609,9.027681660899654,776.82,0.13783252927180237,736,257,21.929844357976656,1.0,0.0034602076124567475,Age Group6,Y,Level4,Homeowner,Group5,2,None/Unknown,6.0,2.0,1,0.020761245674740483,0.16666666666666666,13.0,129.0,2.0,0.4463667820069204
1492,2,95,1226.29,12.908315789473685,618,6.505263157894737,248.4,0.20256219980591866,376,89,13.778539325842695,0.0,0.0,Age Group6,X,Level2,Homeowner,Group5,2,None/Unknown,6.0,3.0,0,0.06315789473684211,0.0,15.0,167.0,2.0,1.7578947368421052
1493,7,25,943.13,37.7252,26000,1040.0,206.7,0.21916384803791628,230,24,39.29708333333333,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.12,0.0,13.0,116.0,2.0,4.64
1494,11,85,2595.09,30.530470588235296,1379,16.223529411764705,366.99,0.14141706067997642,598,55,47.183454545454545,2.0,0.023529411764705882,Age Group6,Z,Level3,Unknown,Group3,1,None/Unknown,1.0,1.0,1,0.011764705882352941,2.0,9.0,72.0,2.0,0.8470588235294118
1495,7,165,1779.86,10.787030303030303,1267,7.678787878787879,265.75,0.14930949625251425,570,161,11.05503105590062,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.024242424242424242,0.0,12.0,124.0,2.0,0.7515151515151515
1496,54,12,852.95,71.07916666666667,387,32.25,142.96,0.16760654200128963,253,11,77.5409090909091,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.08333333333333333,0.0,12.0,102.0,2.0,8.5
1497,19,9,527.3,58.58888888888888,159,17.666666666666668,62.72,0.11894557178076996,130,9,58.58888888888888,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,93.0,2.0,10.333333333333334
1498,53,26,960.1800000000001,36.93,407,15.653846153846153,152.04,0.1583453102543273,246,26,36.93,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,76.0,2.0,2.923076923076923
1499,0,89,2106.09,23.663932584269663,14680,164.9438202247191,562.25,0.26696389992830316,347,83,25.374578313253014,0.0,0.0,Age Group5,X,Level2,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,9.0,94.0,2.0,1.0561797752808988
1500,14,54,1051.1200000000001,19.465185185185188,4317,79.94444444444444,163.6,0.15564350407184716,284,45,23.358222222222224,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.018518518518518517,0.0,13.0,109.0,2.0,2.0185185185185186
1501,10,205,8490.73,41.418195121951214,874933,4267.965853658537,1115.67,0.13139859588044847,993,180,47.17072222222222,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,100.0,2.0,0.4878048780487805
1502,31,47,2160.82,45.97489361702128,862,18.340425531914892,316.84,0.14662952027471052,542,46,46.97434782608696,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.0851063829787234,0.0,18.0,169.0,2.0,3.595744680851064
1503,51,18,117.69,6.538333333333333,75,4.166666666666667,21.16,0.1797943750531056,49,17,6.922941176470588,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.2222222222222222,0.0,14.0,129.0,2.0,7.166666666666667
1504,514,3,66.33,22.11,9,3.0,31.68,0.47761194029850745,7,3,22.11,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,8.0,39.0,2.0,13.0
1505,55,103,4053.23,39.35174757281553,1783,17.310679611650485,579.66,0.14301186954601638,725,99,40.94171717171717,3.0,0.02912621359223301,Age Group4,Y,Level3,Unknown,Group3,1,None/Unknown,0.0,0.0,1,0.0,0.0,2.0,6.0,1.0,0.05825242718446602
1506,1,144,2389.2,16.591666666666665,1541,10.70138888888889,443.64,0.18568558513309896,368,125,19.113599999999998,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.034722222222222224,0.0,17.0,165.0,2.0,1.1458333333333333
1507,11,26,1499.3700000000001,57.668076923076924,68250,2625.0,203.6,0.13579036528675376,319,25,59.9748,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.15384615384615385,0.0,8.0,85.0,2.0,3.269230769230769
1508,42,81,1849.2,22.82962962962963,104751,1293.2222222222222,506.66,0.2739887518927104,241,78,23.70769230769231,4.0,0.04938271604938271,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,1,0.0,0.0,12.0,110.0,2.0,1.3580246913580247
1509,1,204,6452.83,31.63151960784314,587691,2880.8382352941176,688.53,0.10670202066380177,694,181,35.65099447513812,1.0,0.004901960784313725,Age Group4,X,Level5,Homeowner,Group5,2,None/Unknown,2.0,1.0,1,0.00980392156862745,0.5,11.0,86.0,2.0,0.4215686274509804
1510,0,1300,11211.37,8.62413076923077,595975,458.4423076923077,1362.13,0.12149541046277128,1576,504,22.244781746031748,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.0038461538461538464,0.0,19.0,161.0,2.0,0.12384615384615384
1511,6,149,3740.16,25.10174496644295,1773,11.899328859060402,772.06,0.20642432409308692,718,130,28.770461538461536,1.0,0.006711409395973154,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,3.0,1,0.03355704697986577,0.2,22.0,217.0,2.0,1.4563758389261745
1512,4,93,1674.23,18.00247311827957,282668,3039.440860215054,223.19,0.13330904356032325,376,74,22.62472972972973,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.043010752688172046,0.0,12.0,143.0,2.0,1.5376344086021505
1513,4,64,931.89,14.56078125,344,5.375,163.37,0.17531039071135007,244,64,14.56078125,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.015625,0.0,10.0,106.0,2.0,1.65625
1514,7,57,2355.31,41.32122807017544,1055,18.50877192982456,343.77,0.14595530949216876,498,57,41.32122807017544,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,81.0,2.0,1.4210526315789473
1515,0,99,4158.2,42.0020202020202,1597,16.13131313131313,616.16,0.1481795007455149,874,91,45.69450549450549,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,107.0,2.0,1.0808080808080809
1516,215,15,189.66,12.644,71,4.733333333333333,24.47,0.12902035220921648,65,15,12.644,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,3.0,0,0.4,0.0,15.0,175.0,2.0,11.666666666666666
1517,3,135,3871.04,28.67437037037037,39685,293.962962962963,1230.7,0.3179248987352236,821,120,32.25866666666666,0.0,0.0,Age Group4,X,Level5,Homeowner,Group4,4,2,0.0,0.0,0,0.0,0.0,8.0,36.0,2.0,0.26666666666666666
1518,35,34,1373.77,40.405,4101,120.61764705882354,356.46,0.259475749215662,290,28,49.06321428571429,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,3.0,0,0.14705882352941177,0.0,12.0,139.0,2.0,4.088235294117647
1519,21,30,2425.66,80.85533333333333,8856,295.2,407.58,0.16802849533735148,621,29,83.64344827586207,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.03333333333333333,0.0,12.0,94.0,2.0,3.1333333333333333
1520,3,142,3839.36,27.037746478873242,663079,4669.570422535211,677.28,0.17640440073345556,683,129,29.76248062015504,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,152.0,2.0,1.0704225352112675
1521,45,43,753.95,17.53372093023256,495,11.511627906976743,211.91,0.28106638371244774,357,29,25.99827586206897,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.09302325581395349,0.0,13.0,131.0,2.0,3.046511627906977
1522,78,35,1086.56,31.044571428571427,587,16.771428571428572,224.29,0.20642210278309528,365,31,35.05032258064516,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,16.0,116.0,2.0,3.3142857142857145
1523,32,67,1668.3,24.9,135823,2027.2089552238806,355.68,0.21319906491638196,438,50,33.366,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,124.0,2.0,1.8507462686567164
1524,1,60,2800.81,46.680166666666665,247300,4121.666666666667,489.31,0.17470303233707393,500,53,52.84547169811321,0.0,0.0,Age Group4,X,Level4,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,15.0,117.0,2.0,1.95
1525,21,38,1645.25,43.296052631578945,907,23.86842105263158,400.31,0.24331256647925847,386,30,54.84166666666667,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.02631578947368421,0.0,15.0,139.0,2.0,3.6578947368421053
1526,1,199,2901.09,14.578341708542714,1611,8.095477386934673,596.19,0.20550551689192684,693,194,14.954072164948455,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,8.0,99.0,2.0,0.49748743718592964
1527,1,321,17295.18,53.87906542056075,1734632,5403.83800623053,1919.8700000000001,0.11100607221202671,1636,253,68.360395256917,0.0,0.0,Age Group2,X,Level5,Homeowner,Group5,2,None/Unknown,3.0,1.0,0,0.009345794392523364,0.0,13.0,132.0,2.0,0.411214953271028
1528,0,239,8086.55,33.83493723849372,306864,1283.949790794979,1628.4,0.2013714130253322,1740,200,40.43275,1.0,0.0041841004184100415,Age Group3,Z,Level8,Unknown,Group3,1,None/Unknown,15.0,3.0,1,0.06276150627615062,0.06666666666666667,19.0,193.0,2.0,0.8075313807531381
1529,4,244,9025.51,36.989795081967216,578939,2372.7008196721313,1595.74,0.17680330529798316,1158,184,49.051684782608696,19.0,0.0778688524590164,Age Group4,Y,Level5,Unknown,Group2,1,None/Unknown,9.0,3.0,1,0.036885245901639344,2.111111111111111,19.0,197.0,2.0,0.8073770491803278
1530,4,48,879.9300000000001,18.331875,34205,712.6041666666666,96.83,0.11004284431716159,174,46,19.128913043478263,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,3.0,0,0.16666666666666666,0.0,17.0,160.0,2.0,3.3333333333333335
1531,1,45,978.91,21.753555555555554,10369,230.42222222222222,187.67,0.1917132320642347,270,41,23.875853658536585,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.022222222222222223,0.0,11.0,85.0,2.0,1.8888888888888888
1532,42,86,1916.02,22.279302325581394,128817,1497.8720930232557,288.44,0.15054122608323503,330,75,25.54693333333333,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,109.0,2.0,1.2674418604651163
1533,11,22,255.24,11.601818181818182,182,8.272727272727273,16.03,0.06280363579376273,76,22,11.601818181818182,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.09090909090909091,0.0,15.0,106.0,2.0,4.818181818181818
1534,3,313,8449.68,26.995782747603833,761899,2434.182108626198,1033.68,0.12233362683557247,890,257,32.878132295719844,15.0,0.04792332268370607,Age Group2,X,Level6,Renter,Group4,3,1,0.0,0.0,1,0.0,0.0,6.0,35.0,2.0,0.11182108626198083
1535,0,247,8453.65,34.22530364372469,41780,169.1497975708502,1431.93,0.16938600486180527,1256,183,46.194808743169396,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12.0,3.0,0,0.048582995951417005,0.0,17.0,167.0,2.0,0.6761133603238867
1536,0,164,6960.1900000000005,42.44018292682927,470814,2870.817073170732,998.42,0.14344723348069519,1095,144,48.334652777777784,0.0,0.0,Age Group4,Y,Level5,Unknown,Group6,1,None/Unknown,8.0,3.0,0,0.04878048780487805,0.0,17.0,169.0,2.0,1.0304878048780488
1537,20,148,2878.58,19.449864864864864,133220,900.1351351351351,409.1,0.1421186835175677,637,107,26.902616822429906,0.0,0.0,Age Group1,X,Level4,Renter,Group4,3,1,10.0,3.0,0,0.06756756756756757,0.0,17.0,165.0,2.0,1.114864864864865
1538,4,32,504.92,15.77875,274,8.5625,96.65,0.19141646201378437,227,28,18.032857142857143,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.125,0.0,11.0,127.0,2.0,3.96875
1539,39,10,79.41,7.941,23,2.3,5.819999999999999,0.07329051756705704,15,10,7.941,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,8.0,93.0,2.0,9.3
1540,1,143,3598.69,25.165664335664335,2408,16.83916083916084,728.13,0.20233195968532994,825,128,28.114765625,0.0,0.0,Age Group4,Y,Level2,Unknown,Group4,4,2,0.0,0.0,0,0.0,0.0,5.0,14.0,2.0,0.0979020979020979
1541,6,102,7743.35,75.91519607843138,18011,176.57843137254903,829.7,0.10715000613429589,992,99,78.21565656565657,6.0,0.058823529411764705,Age Group3,Y,Level5,Unknown,Group6,1,None/Unknown,5.0,3.0,1,0.049019607843137254,1.2,10.0,129.0,2.0,1.2647058823529411
1542,9,116,1969.93,16.982155172413794,732,6.310344827586207,347.1,0.17619915428467,392,105,18.761238095238095,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.08620689655172414,0.0,19.0,167.0,2.0,1.4396551724137931
1543,27,84,2612.4,31.1,1239,14.75,699.41,0.26772699433471137,429,71,36.7943661971831,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,0,0.047619047619047616,0.0,15.0,120.0,2.0,1.4285714285714286
1544,20,54,2457.93,45.517222222222216,138486,2564.5555555555557,323.32,0.1315415817374783,512,48,51.206875,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,15.0,133.0,2.0,2.462962962962963
1545,2,174,3948.53,22.69270114942529,32882,188.97701149425288,667.71,0.16910343849483225,785,160,24.6783125,0.0,0.0,Age Group4,X,Level4,Homeowner,Group5,2,None/Unknown,4.0,1.0,0,0.022988505747126436,0.0,14.0,121.0,2.0,0.6954022988505747
1546,7,113,4095.37,36.24221238938053,94845,839.3362831858407,760.38,0.18566820580313867,880,80,51.192125,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,3.0,0,0.04424778761061947,0.0,16.0,181.0,2.0,1.6017699115044248
1547,1,289,2222.05,7.6887543252595165,436213,1509.3875432525952,234.07,0.10533966382394634,280,225,9.87577777777778,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.020761245674740483,0.0,13.0,131.0,2.0,0.4532871972318339
1548,1,112,3850.53,34.379732142857144,11487,102.5625,756.71,0.19652099840801138,832,103,37.38378640776699,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.017857142857142856,0.0,12.0,86.0,2.0,0.7678571428571429
1549,0,177,1988.91,11.23677966101695,79770,450.6779661016949,393.73,0.19796270318918402,465,152,13.084934210526317,0.0,0.0,Age Group4,Y,Level2,Homeowner,Group6,1,None/Unknown,5.0,2.0,0,0.02824858757062147,0.0,14.0,144.0,2.0,0.8135593220338984
1550,1,338,2542.45,7.5220414201183425,21826,64.57396449704142,470.23,0.18495152313713153,654,221,11.504298642533936,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,0,0.014792899408284023,0.0,17.0,132.0,2.0,0.3905325443786982
1551,15,18,800.11,44.45055555555555,367,20.38888888888889,118.03,0.14751721638274737,217,18,44.45055555555555,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,15.0,124.0,2.0,6.888888888888889
1552,19,35,1084.76,30.993142857142857,499,14.257142857142858,130.62,0.12041373206976659,274,35,30.993142857142857,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.02857142857142857,0.0,12.0,93.0,2.0,2.657142857142857
1553,16,16,140.84,8.8025,99,6.1875,14.59,0.10359272933825617,71,10,14.084,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,90.0,2.0,5.625
1554,7,46,982.76,21.364347826086956,54700,1189.1304347826087,155.81,0.15854328625503683,136,34,28.904705882352943,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,6.0,37.0,2.0,0.8043478260869565
1555,14,89,1446.54,16.25325842696629,723,8.123595505617978,325.17,0.224791571612261,443,76,19.033421052631578,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,54.0,2.0,0.6067415730337079
1556,1,138,3799.8,27.534782608695654,2504,18.144927536231883,1063.73,0.27994368124638136,901,130,29.22923076923077,0.0,0.0,Age Group4,X,Level4,Homeowner,Group5,2,None/Unknown,3.0,2.0,0,0.021739130434782608,0.0,12.0,115.0,2.0,0.8333333333333334
1557,1,195,6528.36,33.47876923076923,690822,3542.6769230769232,544.92,0.08346966159954414,726,165,39.56581818181818,0.0,0.0,Age Group2,X,Level7,Renter,Group1,4,2,5.0,3.0,0,0.02564102564102564,0.0,15.0,127.0,2.0,0.6512820512820513
1558,0,145,4487.1,30.945517241379314,1519,10.475862068965517,432.01,0.09627821978560762,803,135,33.23777777777778,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,3.0,0,0.04827586206896552,0.0,18.0,153.0,2.0,1.0551724137931036
1559,7,60,2725.42,45.42366666666667,816,13.6,290.12,0.10644964812762804,532,53,51.42301886792453,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,3.0,0,0.1,0.0,16.0,173.0,2.0,2.8833333333333333
1560,8,44,1209.04,27.478181818181817,582,13.227272727272727,460.69,0.3810378482101502,267,43,28.11720930232558,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,138.0,2.0,3.1363636363636362
1561,100,6,401.41,66.90166666666667,165,27.5,55.68,0.13871104357141076,100,5,80.28200000000001,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,88.0,2.0,14.666666666666666
1562,1,39,1198.02,30.718461538461536,16959,434.84615384615387,357.65,0.2985342481761573,458,39,30.718461538461536,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,56.0,2.0,1.435897435897436
1563,13,113,4754.88,42.07858407079646,27288,241.4867256637168,725.5,0.15258008614307828,756,93,51.127741935483876,0.0,0.0,Age Group4,X,Level6,Homeowner,Group6,3,1,0.0,0.0,0,0.0,0.0,13.0,109.0,2.0,0.9646017699115044
1564,47,36,437.77,12.160277777777777,160,4.444444444444445,92.71,0.21177787422619182,119,35,12.507714285714286,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.08333333333333333,0.0,16.0,152.0,2.0,4.222222222222222
1565,59,31,447.91,14.448709677419355,12836,414.06451612903226,97.67999999999999,0.2180795249045567,172,30,14.930333333333333,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,74.0,2.0,2.3870967741935485
1566,2,347,10567.710000000001,30.45449567723343,577637,1664.6599423631123,1119.14,0.10590184628457822,1322,231,45.74766233766234,4.0,0.011527377521613832,Age Group3,Y,Level6,Homeowner,Group5,2,None/Unknown,0.0,0.0,1,0.0,0.0,10.0,70.0,2.0,0.2017291066282421
1567,3,155,2124.23,13.704709677419356,1374,8.864516129032259,242.31,0.11406956873784854,466,137,15.505328467153285,0.0,0.0,Age Group4,Y,Level2,Renter,Group2,1,None/Unknown,4.0,3.0,0,0.025806451612903226,0.0,17.0,183.0,2.0,1.1806451612903226
1568,3,81,4575.94,56.493086419753084,2029,25.049382716049383,1313.68,0.2870841837961162,830,74,61.83702702702702,2.0,0.024691358024691357,Age Group5,Z,Level4,Homeowner,Group3,1,None/Unknown,2.0,1.0,1,0.024691358024691357,1.0,12.0,108.0,2.0,1.3333333333333333
1569,5,104,1345.59,12.938365384615384,778,7.480769230769231,271.12,0.2014878231853685,432,90,14.950999999999999,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.04807692307692308,0.0,16.0,153.0,2.0,1.4711538461538463
1570,47,51,2389.96,46.86196078431372,992,19.45098039215686,703.54,0.29437312758372525,486,51,46.86196078431372,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.0392156862745098,0.0,10.0,107.0,2.0,2.0980392156862746
1571,3,49,567.87,11.589183673469387,25373,517.8163265306123,60.01,0.1056755947664078,139,42,13.520714285714286,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,120.0,2.0,2.4489795918367347
1572,0,52,2544.41,48.93096153846154,97773,1880.25,505.32,0.19860006838520522,508,49,51.92673469387755,0.0,0.0,Age Group3,X,Level6,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,11.0,55.0,2.0,1.0576923076923077
1573,15,96,372.87,3.8840625,215,2.2395833333333335,48.53,0.1301526001019122,149,68,5.4833823529411765,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.010416666666666666,0.0,14.0,136.0,2.0,1.4166666666666667
1574,60,28,3616.03,129.14392857142857,2234,79.78571428571429,1320.93,0.3652984073694079,737,24,150.66791666666668,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,57.0,2.0,2.0357142857142856
1575,1,55,1642.49,29.863454545454545,8562,155.6727272727273,323.21,0.19678049790257474,456,54,30.416481481481483,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,116.0,2.0,2.109090909090909
1576,20,18,471.11,26.172777777777778,307,17.055555555555557,153.6,0.32603850480779434,217,18,26.172777777777778,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.05555555555555555,0.0,14.0,127.0,2.0,7.055555555555555
1577,19,82,3794.61,46.27573170731708,59414,724.560975609756,657.36,0.1732351941306221,809,72,52.70291666666667,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,74.0,2.0,0.9024390243902439
1578,14,94,2846.81,30.285212765957446,36715,390.5851063829787,497.49,0.17475349601835036,695,83,34.2989156626506,0.0,0.0,Age Group4,Y,Level2,Unknown,Group5,2,None/Unknown,5.0,3.0,0,0.05319148936170213,0.0,15.0,151.0,2.0,1.6063829787234043
1579,1,600,12695.25,21.15875,913584,1522.64,2236.61,0.17617691656328155,1539,413,30.73910411622276,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.0033333333333333335,0.0,17.0,133.0,2.0,0.22166666666666668
